Year,LocalityCode,LocalityName,Treatment,Plot,Method,Agrostis_capillaris,Alchemilla_glabra,Alchemilla_sp_,Alnus_incana,Andromeda_polifolia,Anemone_nemorosa,Anthoxanthum_odoratum,Aqonitium_lycoctonium,Athyrium_filix_femina,Avenella_flexuosa,Bare_ground,Bare_ground_branch,Betula_pendula,Betula_pubescens,Blechnum_spicant,Bryophyta,Calamagrostis_phragmitoides,Calamagrostis_sp,Calluna_vulgaris,Cares_flava,Carex_canescens,Carex_echinata,Carex_nigra,Carex_pallescens,Carex_pilulifera,Carex_sp_,Cerastium_fontanum,Chamaepericlymenum_suecicum,Chrysosplenium_alternifolium,Circium_heterophyllum,Cirriphyllum_piliferum,Cow_shit,Cystopteris_fragilis,Dactylorhiza_fuchsii,Dactylorhiza_maculata,Deschampsia_cespitosa,Dicranum_sp,Dryopteris_carthusiana,Dryopteris_expansa,Dryopteris_filix_mas,Empetrum_nigrum,Epilobium_angustifolium,Epilobium_hornemannii,Epilobium_montanum,Epilobium_sp_,Equisetum_arvense,Equisetum_pratense,Equisetum_sylvaticum,Eriophorum_angustifolium,Eriophorum_vaginatum,Festuca_sp,Filipendula_ulmaria,Fragaria_vesca,Galeopsis_sp_,Galeopsis_tetrahit,Geranium_sylvaticum,Geum_rivale,Geum_urbanum,Goodyera_repens,Gras_1,Gymnocarpium_dryopteris,Huperzia_selago,Hylocomiastrum_umbratum,Hylocomium_splendens,Hypericum_sp,Juniperus_communis,Lichens,Linnaea_borealis,Listera_cordata,Listera_ovata,Litter,Luzula_pilosa,Luzula_sp_,Lycopodium_annotinum,Maianthemum_bifolium,Marchantiophyta,Melampyrum_pratense,Melampyrum_sylvaticum,Melica_nutans,Milium_effusum,Molinia_caerulea,No_occurrence,Orthilia_secunda,Oxalis_acetosella,Phegopteris_connectilis,Picea_abies,Pinguicula_vulgaris,Pinus_sylvestris,Plagiochila_asplenioides,Plagiomnium_ellipticum,Plagiomnium_undulatum,Plagiothecium_laetum_curvifolium,Plagiothecium_undulatum,Pleurozium_schreberi,Poa_nemoralis,Poa_pratensis,Poaceae,Polytrichum_astrum,Pooideae_sp_,Potentilla_erecta,Ptilidium_ciliare,Ptilium_crista_castrensis,Pyrola_sp_,Ranunculus_acris,Ranunculus_repens,Rhodobryum_roseum,Rhytidiadelphus_loreus,Rhytidiadelphus_squarrosus_subpinnatus,Rhytidiadelphus_triquetrus,Rubus_chamaemorus,Rubus_idaeus,Rubus_saxatilis,Rumex_acetosa,Salix_caprea,Salix_sp_,Sciuro_hypnum_reflexum,Sciuro_hypnum_starkei,Selaginella_selaginoides,Solidago_virgaurea,Sorbus_aucuparia,Sphagnum_sp,Stellaria_graminea,Taraxacum_officinale,Trientalis_europaea,Vaccinium_myrtillus,Vaccinium_uliginosum,Vaccinium_vitis_idaea,Veronica_chamaedrys,Veronica_officinalis,Viola_sp_
2016,2VBUB,verdal_2VB,UB,8,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,
2016,2VBUB,verdal_2VB,UB,8,Point_Intercept,23,,1,,,,,,,5,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,10,,,,,,,9,5,,,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,13,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,
2016,2VBUB,verdal_2VB,UB,9,Point_Intercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2VBUB,verdal_2VB,UB,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2016,2VBUB,verdal_2VB,UB,10,Point_Intercept,46,,,,,7,,,,12,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,,11,,,,,1,,,,,,,,,,,,,1,,,,,6,,,,,,,,15,,,,,,13,,,,,,,,,,,,,,,,,,,,,,
2016,2VBUB,verdal_2VB,UB,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
2016,2VBUB,verdal_2VB,UB,2,Point_Intercept,,,,,,3,,,,8,,,,31,,5,,,,,,,,,,,,,,,16,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,6,,,5,,,,,,,11,,,,,9,,,,,,,,,,,,,7,,,,,1,,,,,,,,11,,,,,,3,,,5,,,89,,,,,,,,,,,,,,,,
2016,2VBUB,verdal_2VB,UB,3,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2VBUB,verdal_2VB,UB,3,Point_Intercept,,,,,,,,,,12,,,,17,,3,,,,,,,,,,,,,,,8,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,13,,,11,,,,,,,13,,,,,8,,,,,,,,,,13,,,7,,,,,,,,,,,,,12,,,,,3,8,,,1,,,,,,,,,,,,,1,4,,,,,
2016,2VBUB,verdal_2VB,UB,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2VBUB,verdal_2VB,UB,4,Point_Intercept,,,,,,,,1,,10,,,,270,,5,,,,,,,,,,,,,,,4,,,,,,5,,,,,7,,,,,,,,,,,,,,,,,,,7,,,12,,,,,,,11,,,,,7,,,,,,,,,,,,,7,,,,,,,,,,,,,2,,,,,5,4,,,15,,,,,,,,,,,,,,2,,,,,
2016,2VBUB,verdal_2VB,UB,5,Observed,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
2016,2VBUB,verdal_2VB,UB,5,Point_Intercept,,,,,,,,,,24,,,,75,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,14,,,,1,,,11,1,,,,7,,,,,,,,,,16,,,4,,,,,,,,,,,,,12,,,,,,3,,,2,1,,,,,,,,,,,,2,,,1,,,
2016,2VBUB,verdal_2VB,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2VBUB,verdal_2VB,UB,6,Point_Intercept,6,,,,,3,,1,,1,,,,21,,4,,,,,,,,,,,,,,,1,,,,,,10,,,,,16,,,3,,,,,,,11,,,,10,,,,,5,,,9,,,,,,,12,,,,,6,,,,,,,,,,,,,6,,,,,1,,,,,,,,11,,,,,9,14,,,10,3,,,,,,,,,,,,,,,,,,2
2016,2VBUB,verdal_2VB,UB,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2VBUB,verdal_2VB,UB,7,Point_Intercept,,,,,,,,,,,,,,9,,5,,,,,,,,,,,,,,,5,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,18,,1,8,,,,,,,11,,,,,23,,,,,,,,,,1,,,14,,,,,,,,,,,,,,,,,,2,13,,,5,,,,,,,,,4,,,,,,,,,,
2016,2VBUB,verdal_2VB,UB,9,Observed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,2VBUB,verdal_2VB,UB,9,Point_Intercept,,,,,,1,,,,2,,,,800,,7,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,11,,,4,,,,,,,9,,,,,5,,,,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,4,9,1,,,,,,,,,,,,,,,1,,,,,,
2016,2BBB,steinkjer_2BBb,B,1,Observed,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBB,steinkjer_2BBb,B,1,Point_Intercept,,,,,,,,,,41,,,,,,10,,,,,,,,,,,,13,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,,6,,,,,3,4,,,,,,,,,4,,,,,,,,14,,,,,,,,1,,,,,10,,,,,,,,,,,,,,2,,,2,23,,10,,,
2016,2BBB,steinkjer_2BBb,B,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBB,steinkjer_2BBb,B,3,Point_Intercept,,,,,,,,,,12,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,9,,,,1,,9,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,,,,1,9,,,,,,,,,,,,,,,,31,,12,,,
2016,2BBB,steinkjer_2BBb,B,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBB,steinkjer_2BBb,B,5,Point_Intercept,,,,,,,,,,68,,,,,,2,,,,,,,,,,,,7,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,14,,,,7,1,10,,,,,,,,,,,,,,,,,8,,,,,,,,10,,,,,7,1,,,,,,,,,,,,,1,,,1,13,,11,,,
2016,2BBB,steinkjer_2BBb,B,6,Point_Intercept,,,,,,,,,,50,,,,4,,5,,,,,,,,,,,,22,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,11,,,,,3,11,,,,,,,,,,,,,,,,,10,,,,,,,,5,,,,,6,2,,,,,,,,,,,,1,,,,2,27,,3,,,
2016,2BBB,steinkjer_2BBb,B,7,Observed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2BBB,steinkjer_2BBb,B,7,Point_Intercept,,,,,,,,,,26,,,,,,7,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,1,,,9,,,,4,2,,,,,,,,,,,,,,,,,,6,,,,,,34,,8,,,,,6,14,,,,,,,,,,,,,,,,,1,,5,,,
2016,2BBB,steinkjer_2BBb,B,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBB,steinkjer_2BBb,B,8,Point_Intercept,,,,,,,,,,23,,,,,,7,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,9,,,,,2,3,,,,,,,,,,,,,,,,,16,,,,,,,,7,,,,,8,1,,,,,,,,,,,,,,,,,11,,2,,,
2016,2BBB,steinkjer_2BBb,B,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBB,steinkjer_2BBb,B,9,Point_Intercept,,,,,,,,,,54,,,,1,,2,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,14,,,,2,4,4,,,,,,,,,1,,,,,,,,8,,,,,,,,10,,,,,6,2,,,,,,,,,,,,1,,,,2,20,,1,,,
2016,2BBB,steinkjer_2BBb,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2BBB,steinkjer_2BBb,B,10,Point_Intercept,,,,,,,,,,44,,,,,1,10,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,6,,,,1,,11,,,,,,,,,,,,,,,,,11,,,,,,3,,3,,,,,3,,,,,,,,,,,,,,,,,,13,,,,,
2016,2BBB,steinkjer_2BBb,B,2,Observed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2BBB,steinkjer_2BBb,B,2,Point_Intercept,,,,,,,,,,29,,,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,10,,,,,1,11,,,,,,,,,,,,,,,,,12,,,,,,,,8,,,,,4,,,,,,,,,,,,,,1,,,,29,,,,,
2016,2BBB,steinkjer_2BBb,B,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2016,2BBB,steinkjer_2BBb,B,4,Point_Intercept,,,,,,,,,,24,,,,,,6,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,10,,,,,2,,,,,,,,,,,,,,,,,,12,,,,,,,1,9,,,,,11,,,,,,,,,,,,,,,,,,5,,,,,
2016,2BBUB,steinkjer_2BBb,UB,4,Point_Intercept,,,,,,,,,,7,,,,,,6,,,,,,,,,,,,12,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,10,,,,2,4,14,,,,,,,,,,,,,,,,,16,,,,,,,,2,,,,,16,,,,,,,,,,,,,,,,,1,23,,11,,,
2016,2BBUB,steinkjer_2BBb,UB,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBUB,steinkjer_2BBb,UB,1,Point_Intercept,,,,,,,,,,55,,,,12,,1,,,,,,,,,,,,7,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,15,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,12,,,,,9,,,,,,,,,,,,,,4,,,1,7,,17,,,
2016,2BBUB,steinkjer_2BBb,UB,2,Point_Intercept,,,,,,,,,,8,,,,5,,9,,,,,,,,,,,,4,,,,,,,,,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,7,,,,7,7,6,,,,,,,,,32,,,,,,,,2,,,,4,,,,,,,,,8,1,8,,2,,,,,,,,,,,,,1,44,,,,,
2016,2BBUB,steinkjer_2BBb,UB,3,Point_Intercept,,,,,,,,,,43,,2,,,,2,,,,,,,,,,,,15,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,2,1,10,,,,,,,,,480,,,,,,,,11,,,,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,26,,19,,,
2016,2BBUB,steinkjer_2BBb,UB,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBUB,steinkjer_2BBb,UB,5,Point_Intercept,,,,,,,,,,140,,,,,,2,,,,,,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,14,,,,,1,9,,,,,,,,,44,,,,,,,,15,,,,,,,,5,,,,,12,,4,,,,,,,,,,,,,,,1,8,,4,,,
2016,2BBUB,steinkjer_2BBb,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2BBUB,steinkjer_2BBb,UB,6,Point_Intercept,,,,,,,,,,51,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,9,,,,,,3,,,,,,,,,,,,,,,,,16,,,,,,,,7,,,,,6,2,,,,,,,,,,,,,1,,,,3,,,,,
2016,2BBUB,steinkjer_2BBb,UB,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2BBUB,steinkjer_2BBb,UB,7,Point_Intercept,,,,,,,,,,115,,,,,,2,,,,,,,,,,,,6,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,14,,,,,1,3,,,,,,,,,116,,,,,,,,7,,,,,,,,8,,,,,14,,1,,,,,,,,,,,,,,,,35,,,,,
2016,2BBUB,steinkjer_2BBb,UB,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,
2016,2BBUB,steinkjer_2BBb,UB,8,Point_Intercept,,,,,,,,,,36,,,,,,7,,,,,,,,,,,,1,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,9,,,,,,3,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,3,,,,,
2016,2BBUB,steinkjer_2BBb,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2BBUB,steinkjer_2BBb,UB,9,Point_Intercept,,,,,,,,,,74,,,,,,0,,,,,,,,,,,,15,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,,,16,,,,,6,1,,,,,,,,,15,,,,,,,7,5,,,,,,,,1,,,,,8,9,,,,,,,,,,,,,,,,,7,,3,,,
2016,2BBUB,steinkjer_2BBb,UB,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,2BBUB,steinkjer_2BBb,UB,10,Point_Intercept,,,,,,,,,,91,,,,,,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,16,,,,7,1,13,,,,,,,,,,,,,,,,,7,,,,,,,,1,,,,,4,1,,,,,,,19,,,,,,,,,,26,,25,,,
2016,1NSB,Nsb_Verdal,B,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1NSB,Nsb_Verdal,B,1,Point_Intercept,,,,,,,,,,40,,,,1,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,3,,,1,1,,7,,,
2016,1NSB,Nsb_Verdal,B,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,1NSB,Nsb_Verdal,B,2,Point_Intercept,,,,,,,,,,48,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,15,,,,,,,,,,,,,,,,,,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,4,,,
2016,1NSB,Nsb_Verdal,B,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1NSB,Nsb_Verdal,B,3,Point_Intercept,,,,,,,,,,44,,,,8,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,16,,,,,,,,,,,,,,,48,,,,,3,,,,,,,1,,,,8,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,
2016,1NSB,Nsb_Verdal,B,4,Point_Intercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1NSB,Nsb_Verdal,B,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
2016,1NSB,Nsb_Verdal,B,5,Point_Intercept,,,,,,,,,,23,,,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,12,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,9,,,,7,,11,,,
2016,1NSB,Nsb_Verdal,B,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,1NSB,Nsb_Verdal,B,6,Point_Intercept,,,,,,,,,,19,,,,31,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,15,,,,1,,,10,,,,,,,,,,,,,,,21,,,,,1,,,1,,,,,,,,13,,,,,,,,,,,,,,,,,,,7,,,3,15,,7,,,
2016,1NSB,Nsb_Verdal,B,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1NSB,Nsb_Verdal,B,7,Point_Intercept,,,,,,,,,,26,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,14,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,3,,,4,23,,10,,,
2016,1NSB,Nsb_Verdal,B,8,Point_Intercept,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,3,4,,20,,,
2016,1NSB,Nsb_Verdal,B,9,Observed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,1NSB,Nsb_Verdal,B,9,Point_Intercept,,,,,,,,,,,,,,22,,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,9,,,,,,4,,,,,,,,,,,6,,,,,,8,,,,8,,,,1,,,,,1,1,,,,,,,,,,,,,14,,,,30,,10,,,
2016,1NSB,Nsb_Verdal,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2016,1NSB,Nsb_Verdal,B,10,Point_Intercept,,,,,,,,,,,,,1,,,9,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,1,,,,,2,,,,,,,,,,,,,,13,,,,19,,11,,,
2016,1NSUB,Nsb_Verdal,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
